date,maxTemp,minTemp,precip,snow
1901-06-25,97,72,0,0
1901-06-26,99,73,0,0
1901-06-27,101,70,20,0
1901-06-28,97,66,16,0
1901-06-29,84,58,12,0
1901-06-30,97,65,0,0
1901-07-01,97,75,0,0
1901-07-02,96,68,45,0
1901-07-03,96,70,0,0
1901-07-04,92,75,47,0
1901-07-05,83,67,194,0
1901-07-06,80,59,0,0
1901-07-07,75,48,0,0
1901-07-08,85,49,0,0
1901-07-09,100,65,0,0
1901-07-10,97,70,0,0
1901-07-11,92,65,0,0
1901-07-12,97,68,0,0
1901-07-13,99,67,0,0
1901-07-14,99,65,0,0
1901-07-15,99,60,0,0
1901-07-16,101,63,0,0
1901-07-17,96,65,0,0
1901-07-18,98,68,0,0
1901-07-19,98,59,0,0
1901-07-20,105,63,0,0
1901-07-21,107,73,0,0
1901-07-22,100,70,0,0
1901-07-23,105,69,0,0
1901-07-24,107,68,12,0
1901-07-25,105,75,0,0
1901-07-26,103,72,0,0
1901-07-27,99,72,0,0
1901-07-28,92,71,32,0
1901-07-29,88,60,0,0
1901-07-30,82,58,0,0
1901-07-31,83,51,0,0
1901-08-01,92,58,0,0
1901-08-02,82,56,0,0
1901-08-03,80,62,0,0
1901-08-04,84,46,0,0
1901-08-05,90,50,0,0
1901-08-06,92,53,0,0
1901-08-07,86,60,0,0
1901-08-08,87,44,0,0
1901-08-09,86,57,75,0
1901-08-10,76,50,0,0
1901-08-11,85,59,0,0
1901-08-12,88,55,0,0
1901-08-13,96,54,2,0
1901-08-14,87,58,0,0
1901-08-15,84,57,0,0
1901-08-16,88,48,0,0
1901-08-17,91,49,0,0
1901-08-18,90,59,0,0
1901-08-19,93,58,0,0
1901-08-20,95,58,0,0
1901-08-21,92,55,0,0
1901-08-22,87,55,0,0
1901-08-23,86,57,0,0
1901-08-24,94,50,0,0
1901-08-25,88,63,3,0
1901-08-26,90,60,0,0
1901-08-27,91,55,0,0
1901-08-28,95,60,0,0
1901-08-29,90,67,22,0
1901-08-30,78,55,0,0
1901-08-31,77,48,0,0
1901-09-01,80,39,0,0
1901-09-02,85,39,0,0
1901-09-03,87,48,0,0
1901-09-04,89,54,0,0
1901-09-05,91,70,0,0
1901-09-06,92,70,0,0
1901-09-07,74,54,0,0
1901-09-08,72,53,198,0
1901-09-09,58,56,102,0
1901-09-10,59,51,0,0
1901-09-11,65,52,118,0
1901-09-12,75,48,0,0
1901-09-13,72,49,0,0
1901-09-14,68,51,26,0
1901-09-15,66,50,95,0
1901-09-16,62,48,8,0
1901-09-17,50,39,0,0
1901-09-18,53,34,0,0
1901-09-19,47,38,20,0
1901-09-20,60,34,0,0
1901-09-21,68,43,0,0
1901-09-22,72,48,0,0
1901-09-23,78,57,0,0
1901-09-24,68,55,0,0
1901-09-25,72,67,23,0
1901-09-26,77,40,0,0
1901-09-27,80,67,0,0
1901-09-28,68,57,138,0
1901-09-29,66,50,0,0
1901-09-30,70,52,0,0
1901-10-01,68,45,40,0
1901-10-02,52,40,0,0
1901-10-03,50,36,0,0
1901-10-04,54,28,0,0
1901-10-05,62,34,0,0
1901-10-06,67,35,0,0
1901-10-07,72,53,0,0
1901-10-08,65,58,0,0
1901-10-09,58,52,0,0
1901-10-10,63,46,92,0
1901-10-11,52,48,111,0
1901-10-12,56,43,0,0
1901-10-13,48,40,0,0
1901-10-14,52,43,2,0
1901-10-15,48,33,0,0
1901-10-16,43,30,0,0
1901-10-17,47,31,0,0
1901-10-18,63,31,0,0
1901-10-19,62,40,0,0
1901-10-20,63,31,0,0
1901-10-21,77,42,0,0
1901-10-22,80,39,0,0
1901-10-23,80,45,0,0
1901-10-24,65,46,0,0
1901-10-25,68,38,0,0
1901-10-26,64,45,11,0
1901-10-27,56,30,0,0
1901-11-01,60,35,14,0
1901-11-02,62,41,80,0
1901-11-03,38,15,2,0
1901-11-04,25,10,0,0
1901-11-05,29,2,0,0
1901-11-06,21,13,0,0
1901-11-07,33,27,0,0
1901-11-08,51,23,0,0
1901-11-09,42,28,0,0
1901-11-10,47,30,0,0
1901-11-11,60,32,0,0
1901-11-12,42,25,0,0
1901-11-13,48,30,0,0
1901-11-14,38,28,0,0
1901-11-15,34,22,0,0
1901-11-16,29,13,0,0
1901-11-17,32,11,0,0
1901-11-18,59,14,0,0
1901-11-19,46,10,0,0
1901-11-20,50,27,0,0
1901-11-21,44,23,0,0
1901-11-22,38,27,0,0
1901-11-23,37,33,0,0
1901-11-24,35,17,50,1
1901-11-25,36,16,0,0
1901-11-26,38,11,0,0
1901-11-27,33,16,0,0
1901-11-28,38,10,0,0
1901-11-29,43,22,0,0
1901-11-30,48,32,0,0
1901-12-01,43,31,0,0
1901-12-02,35,21,0,0
1901-12-03,27,17,0,0
1901-12-04,28,17,0,0
1901-12-05,28,23,0,0
1901-12-06,34,24,0,0
1901-12-07,35,32,0,0
1901-12-08,33,22,0,0
1901-12-09,32,12,7,1
1901-12-10,30,22,0,0
1901-12-11,28,11,0,0
1901-12-12,27,19,16,2
1901-12-13,27,-12,0,0
1901-12-14,-12,-24,0,0
1901-12-15,0,-22,0,0
1901-12-16,11,-7,0,0
1901-12-17,3,-9,0,0
1901-12-18,1,-17,0,0
1901-12-19,-3,-12,0,0
1901-12-20,7,-18,0,0
1901-12-21,22,2,0,0
1901-12-22,38,12,0,0
1901-12-23,35,32,0,0
1901-12-24,33,25,0,0
1901-12-25,34,22,0,0
1901-12-26,32,20,0,0
1901-12-27,36,17,0,0
1901-12-28,33,20,0,0
1901-12-29,33,22,7,1
1901-12-30,40,11,0,0
1901-12-31,33,19,0,0
1902-01-01,34,11,0,0
1902-01-02,33,8,0,0
1902-01-03,14,-3,0,0
1902-01-04,24,-6,0,0
1902-01-05,40,18,0,0
1902-01-06,39,17,0,0
1902-01-07,40,28,0,0
1902-01-08,47,22,0,0
1902-01-09,44,32,0,0
1902-01-10,43,23,0,0
1902-01-11,27,19,0,0
1902-01-12,13,6,0,0
1902-01-13,32,2,0,0
1902-01-14,33,17,0,0
1902-01-15,37,19,0,0
1902-01-16,28,12,0,0
1902-01-17,47,17,0,0
1902-01-18,29,16,0,0
1902-01-19,35,7,0,0
1902-01-20,34,28,65,2
1902-01-21,32,25,15,2
1902-01-22,28,16,0,0
1902-01-23,26,10,0,0
1902-01-24,20,-6,0,0
1902-01-25,20,-4,0,0
1902-01-26,12,-6,30,3
1902-01-27,-4,-20,0,0
1902-01-28,8,-30,0,0
1902-01-29,22,-2,0,0
1902-01-30,25,10,10,1
1902-01-31,19,2,0,0
1902-02-01,13,-4,0,0
1902-02-02,4,-9,0,0
1902-02-03,9,-14,18,2
1902-02-04,-2,-12,0,0
1902-02-05,10,-15,0,0
1902-02-06,13,-4,2,1
1902-02-07,8,-7,0,0
1902-02-08,12,-8,0,0
1902-02-09,18,-3,0,0
1902-02-10,23,3,0,0
1902-02-11,24,-5,30,3
1902-02-12,22,-1,0,0
1902-02-13,32,-1,0,0
1902-02-14,30,-6,0,0
1902-02-15,28,-8,0,0
1902-02-16,32,7,0,0
1902-02-17,22,8,0,0
1902-02-18,26,-7,0,0
1902-02-19,28,-10,0,0
1902-02-20,36,-1,0,0
1902-02-21,38,16,0,0
1902-02-22,40,18,0,0
1902-02-23,43,20,0,0
1902-02-24,41,25,0,0
1902-02-25,42,20,0,0
1902-02-26,47,37,49,1
1902-02-27,38,34,26,1
1902-02-28,39,28,10,0
1902-03-01,31,20,3,1
1902-03-02,20,15,4,1
1902-03-03,35,17,0,0
1902-03-04,37,24,0,0
1902-03-05,43,23,0,0
1902-03-06,48,30,0,0
1902-03-07,49,34,0,0
1902-03-08,40,32,0,0
1902-03-09,52,33,0,0
1902-03-10,48,42,48,1
1902-03-11,52,39,62,0
1902-03-12,48,33,0,0
1902-03-13,57,25,0,0
1902-03-14,56,35,0,0
1902-03-15,50,30,21,0
1902-03-16,32,4,0,0
1902-03-17,12,-5,0,0
1902-03-18,33,7,0,0
1902-03-19,43,25,0,0
1902-03-20,37,33,28,1
1902-03-21,48,32,0,0
1902-03-22,57,34,0,0
1902-03-23,62,37,0,0
1902-03-24,59,39,0,0
1902-03-25,64,43,0,0
1902-03-26,60,38,11,0
1902-03-27,66,40,0,0
1902-03-28,58,49,0,0
1902-03-29,50,34,0,0
1902-03-30,39,29,0,0
1902-03-31,40,31,0,0
1902-04-01,34,29,0,0
1902-04-02,41,27,0,0
1902-04-03,54,22,0,0
1902-04-04,57,27,0,0
1902-04-05,67,38,0,0
1902-04-06,57,39,5,0
1902-04-07,58,20,0,0
1902-04-08,56,26,0,0
1902-04-09,60,28,0,0
1902-04-10,60,31,0,0
1902-04-11,53,37,0,0
1902-04-12,52,34,0,0
1902-04-13,54,24,0,0
1902-04-14,56,27,0,0
1902-04-15,60,25,0,0
1902-04-16,54,41,22,0
1902-04-17,63,38,0,0
1902-04-18,65,44,0,0
1902-04-19,63,36,0,0
1902-04-20,68,43,0,0
1902-04-21,86,50,0,0
1902-04-22,82,40,0,0
1902-04-23,57,37,0,0
1902-04-24,64,29,0,0
1902-04-25,57,44,84,0
1902-04-26,56,38,16,0
1902-04-27,69,33,0,0
1902-04-28,72,44,0,0
1902-04-29,63,46,0,0
1902-04-30,56,36,0,0
1902-05-01,74,46,15,0
1902-05-02,84,53,45,0
1902-05-03,83,52,134,0
1902-05-04,62,48,135,0
1902-05-05,68,43,2,0
1902-05-06,58,50,110,0
1902-05-07,73,42,0,0
1902-05-08,79,46,0,0
1902-05-09,59,39,0,0
1902-05-10,53,37,42,0
1902-05-11,62,38,0,0
1902-05-12,72,53,44,0
1902-05-13,70,55,27,0
1902-05-14,66,48,0,0
1902-05-15,67,44,0,0
1902-05-16,71,50,4,0
1902-05-17,81,56,52,0
1902-05-18,86,57,85,0
1902-05-19,91,60,0,0
1902-05-20,84,62,55,0
1902-05-21,87,61,335,0
1902-05-22,80,64,37,0
1902-05-23,80,62,0,0
1902-05-24,79,58,33,0
1902-05-25,73,57,0,0
1902-05-26,63,48,3,0
1902-05-27,63,44,0,0
1902-05-28,73,46,0,0
1902-05-29,79,56,0,0
1902-05-30,77,54,0,0
1902-05-31,78,65,4,0
1902-06-01,75,66,54,0
1902-06-02,78,69,6,0
1902-06-03,78,60,0,0
1902-06-04,78,53,0,0
1902-06-05,74,53,3,0
1902-06-06,79,63,30,0
1902-06-07,73,53,10,0
1902-06-08,70,50,0,0
1902-06-09,78,55,0,0
1902-06-10,82,65,2,0
1902-06-11,82,62,13,0
1902-06-12,77,61,73,0
1902-06-13,77,62,18,0
1902-06-14,82,64,23,0
1902-06-15,78,58,13,0
1902-06-16,70,52,0,0
1902-06-17,74,48,0,0
1902-06-18,68,56,10,0
1902-06-19,70,48,0,0
1902-06-20,63,49,0,0
1902-06-21,59,44,0,0
1902-06-22,67,41,0,0
1902-06-23,72,47,9,0
1902-06-24,72,57,7,0
1902-06-25,70,55,175,0
1902-06-26,63,47,0,0
1902-06-27,67,50,0,0
1902-06-28,68,53,0,0
1902-06-29,65,52,35,0
1902-06-30,72,53,4,0
1902-07-01,72,53,100,0
1902-07-02,78,62,33,0
1902-07-03,88,73,0,0
1902-07-04,87,72,0,0
1902-07-05,86,73,0,0
1902-07-06,82,64,37,0
1902-07-07,81,62,54,0
1902-07-08,78,63,2,0
1902-07-09,77,60,20,0
1902-07-10,68,52,0,0
1902-07-11,76,62,0,0
1902-07-12,82,58,0,0
1902-07-13,86,58,0,0
1902-07-14,90,66,13,0
1902-07-15,83,58,0,0
1902-07-16,89,60,103,0
1902-07-17,86,62,0,0
1902-07-18,70,64,24,0
1902-07-19,68,62,40,0
1902-07-20,68,57,234,0
1902-07-21,78,54,0,0
1902-07-22,80,56,46,0
1902-07-23,81,58,0,0
1902-07-24,84,62,0,0
1902-07-25,86,68,0,0
1902-07-26,82,65,83,0
1902-07-27,80,63,10,0
1902-07-28,84,59,5,0
1902-07-29,85,60,0,0
1902-07-30,88,70,0,0
1902-07-31,82,64,39,0
1902-08-01,82,60,0,0
1902-08-02,87,67,26,0
1902-08-03,80,61,0,0
1902-08-04,80,60,7,0
1902-08-05,77,63,0,0
1902-08-06,75,55,0,0
1902-08-07,78,61,0,0
1902-08-08,77,55,0,0
1902-08-09,71,60,5,0
1902-08-10,70,58,6,0
1902-08-11,68,50,0,0
1902-08-12,69,43,6,0
1902-08-13,68,58,28,0
1902-08-14,68,62,16,0
1902-08-15,72,61,0,0
1902-08-16,73,53,0,0
1902-08-17,72,57,0,0
1902-08-18,78,63,4,0
1902-08-19,79,62,15,0
1902-08-20,74,60,0,0
1902-08-21,72,66,0,0
1902-08-22,72,55,0,0
1902-08-23,73,47,0,0
1902-08-24,73,51,0,0
1902-08-25,67,58,8,0
1902-08-26,77,50,0,0
1902-08-27,80,57,0,0
1902-08-28,80,60,0,0
1902-08-29,79,55,0,0
1902-08-30,88,58,40,0
1902-08-31,79,62,17,0
1902-09-01,75,55,0,0
1902-09-02,72,50,0,0
1902-09-03,69,51,0,0
1902-09-04,67,43,0,0
1902-09-05,65,46,124,0
1902-09-06,67,50,12,0
1902-09-07,79,44,0,0
1902-09-08,72,50,0,0
1902-09-09,63,47,0,0
1902-09-10,71,46,0,0
1902-09-11,75,43,0,0
1902-09-12,52,32,0,0
1902-09-13,62,31,0,0
1902-09-14,70,42,0,0
1902-09-15,73,52,0,0
1902-09-16,77,55,0,0
1902-09-17,70,52,86,0
1902-09-18,63,45,0,0
1902-09-19,62,33,0,0
1902-09-20,64,50,0,0
1902-09-21,67,58,4,0
1902-09-22,70,61,0,0
1902-09-23,64,59,10,0
1902-09-24,64,47,0,0
1902-09-25,67,46,0,0
1902-09-26,66,52,9,0
1902-09-27,75,54,65,0
1902-09-28,74,50,0,0
1902-09-29,66,53,76,0
1902-09-30,62,48,0,0
1902-10-01,63,35,0,0
1902-10-02,60,47,0,0
1902-10-03,56,32,6,0
1902-10-04,54,39,8,0
1902-10-05,63,35,0,0
1902-10-06,68,42,0,0
1902-10-07,67,43,0,0
1902-10-08,74,44,0,0
1902-10-09,60,42,0,0
1902-10-10,72,40,0,0
1902-10-11,64,47,45,0
1902-10-12,53,46,21,0
1902-10-13,49,33,0,0
1902-10-14,56,28,0,0
1902-10-15,63,36,0,0
1902-10-16,68,47,0,0
1902-10-17,70,42,0,0
1902-10-18,60,38,0,0
1902-10-19,66,40,0,0
1902-10-20,72,48,0,0
1902-10-21,73,42,0,0
1902-10-22,70,38,3,0
1902-10-23,73,55,0,0
1902-10-24,70,50,0,0
1902-10-25,63,53,58,0
1902-10-26,64,47,2,0
1902-10-27,52,37,2,0
1902-10-28,42,34,0,0
1902-10-29,57,32,0,0
1902-10-30,60,40,0,0
1902-10-31,60,32,6,0
1902-11-01,65,53,6,0
1902-11-02,61,42,21,0
1902-11-03,55,32,0,0
1902-11-04,60,40,0,0
1902-11-05,47,38,0,0
1902-11-06,43,28,0,0
1902-11-07,50,22,0,0
1902-11-08,63,45,0,0
1902-11-09,57,40,0,0
1902-11-10,42,31,0,0
1902-11-11,62,36,22,0
1902-11-12,64,53,0,0
1902-11-13,62,40,16,0
1902-11-14,48,38,108,1
1902-11-15,40,36,2,0
1902-11-16,37,30,0,0
1902-11-17,37,28,0,0
1902-11-18,38,31,0,0
1902-11-19,53,36,0,0
1902-11-20,50,42,0,0
1902-11-21,48,36,0,0
1902-11-22,43,37,0,0
1902-11-23,48,25,0,0
1902-11-24,45,30,0,0
1902-11-25,40,20,0,0
1902-11-26,33,29,0,0
1902-11-27,34,23,0,0
1902-11-28,39,22,32,1
1902-11-29,28,20,0,0
1902-11-30,37,11,0,0
1902-12-01,43,16,0,0
1902-12-02,36,30,56,1
1902-12-03,34,7,34,1
1902-12-04,21,8,0,0
1902-12-05,30,15,5,1
1902-12-06,22,7,0,0
1902-12-07,4,-2,0,0
1902-12-08,4,-12,0,0
1902-12-09,25,-2,0,0
1902-12-10,32,16,0,0
1902-12-11,26,17,0,0
1902-12-12,24,10,0,0
1902-12-13,28,20,0,0
1902-12-14,25,19,0,0
1902-12-15,30,23,44,3
1902-12-16,28,16,2,1
1902-12-17,29,7,0,0
1902-12-18,35,12,0,0
1902-12-19,37,25,31,1
1902-12-20,37,33,74,1
1902-12-21,36,33,6,1
1902-12-22,35,22,0,0
1902-12-23,32,23,31,3
1902-12-24,29,0,2,1
1902-12-25,3,-11,0,0
1902-12-26,7,-8,0,0
1902-12-27,17,-9,0,0
1902-12-28,24,2,7,1
1902-12-29,27,7,6,1
1902-12-30,22,-1,0,0
1902-12-31,39,20,0,0
1903-01-01,38,18,0,0
1903-01-02,33,17,0,0
1903-01-03,32,19,0,0
1903-01-04,27,16,5,1
1903-01-05,23,4,0,0
1903-01-06,37,11,0,0
1903-01-07,33,13,9,1
1903-01-08,23,11,0,0
1903-01-09,18,3,0,0
1903-01-10,17,-4,0,0
1903-01-11,16,-5,0,0
1903-01-12,-2,-7,8,1
1903-01-13,3,-8,0,0
1903-01-14,22,0,0,0
1903-01-15,28,11,0,0
1903-01-16,37,23,0,0
1903-01-17,38,16,0,0
1903-01-18,32,14,0,0
1903-01-19,18,2,0,0
1903-01-20,28,13,0,0
1903-01-21,30,8,0,0
1903-01-22,22,-6,0,0
1903-01-23,25,8,0,0
1903-01-24,22,-2,0,0
1903-01-25,31,17,0,0
1903-01-26,30,16,0,0
1903-01-27,38,31,4,0
1903-01-28,36,21,5,0
1903-01-29,37,15,0,0
1903-01-30,15,-5,0,0
1903-01-31,41,10,0,0
1903-02-01,42,26,0,0
1903-02-02,32,13,0,0
1903-02-03,21,8,0,0
1903-02-04,20,12,52,5
1903-02-05,22,-2,0,0
1903-02-06,31,-3,0,0
1903-02-07,32,10,0,0
1903-02-08,31,8,0,0
1903-02-09,34,20,0,0
1903-02-10,43,23,0,0
1903-02-11,41,22,0,0
1903-02-12,26,14,0,0
1903-02-13,27,5,0,0
1903-02-14,22,5,0,0
1903-02-15,15,-2,0,0
1903-02-16,-2,-14,0,0
1903-02-17,6,-16,0,0
1903-02-18,8,-18,0,0
1903-02-19,18,-3,2,1
1903-02-20,31,-7,0,0
1903-02-21,22,5,0,0
1903-02-22,41,12,0,0
1903-02-23,38,19,0,0
1903-02-24,33,8,0,0
1903-02-25,38,12,0,0
1903-02-26,41,20,0,0
1903-02-27,43,33,37,1
1903-02-28,37,11,18,1
1903-03-01,37,7,0,0
1903-03-02,40,18,0,0
1903-03-03,44,28,0,0
1903-03-04,37,32,10,1
1903-03-05,35,32,0,0
1903-03-06,40,34,0,0
1903-03-07,44,32,29,1
1903-03-08,48,24,0,0
1903-03-09,45,29,0,0
1903-03-10,44,36,0,0
1903-03-11,39,36,0,0
1903-03-12,47,37,0,0
1903-03-13,45,33,0,0
1903-03-14,41,32,0,0
1903-03-15,38,31,0,0
1903-03-16,42,35,0,0
1903-03-17,47,37,0,0
1903-03-18,70,36,0,0
1903-03-19,64,39,33,0
1903-03-20,52,28,0,0
1903-03-21,47,23,0,0
1903-03-22,38,28,12,1
1903-03-23,33,32,64,2
1903-03-24,34,27,13,1
1903-03-25,43,17,0,0
1903-03-26,53,30,7,0
1903-03-27,42,28,0,0
1903-03-28,42,25,0,0
1903-03-29,48,23,0,0
1903-03-30,58,27,0,0
1903-03-31,55,32,0,0
1903-04-01,70,47,23,0
1903-04-02,72,37,0,0
1903-04-03,44,32,0,0
1903-04-04,52,28,0,0
1903-04-05,55,38,0,0
1903-04-06,52,40,0,0
1903-04-07,62,38,0,0
1903-04-08,71,32,0,0
1903-04-09,67,40,0,0
1903-04-10,60,44,0,0
1903-04-11,63,48,147,0
1903-04-12,52,42,244,0
1903-04-13,44,35,30,0
1903-04-14,42,37,0,0
1903-04-15,59,37,0,0
1903-04-16,61,31,0,0
1903-04-17,63,30,0,0
1903-04-18,63,38,0,0
1903-04-19,57,50,0,0
1903-04-20,63,42,0,0
1903-04-21,56,40,0,0
1903-04-22,58,32,0,0
1903-04-23,64,30,21,0
1903-04-24,55,40,25,0
1903-04-25,58,34,0,0
1903-04-26,65,31,0,0
1903-04-27,73,49,0,0
1903-04-28,62,53,11,0
1903-04-29,66,46,30,0
1903-04-30,67,27,7,0
1903-05-01,57,33,0,0
1903-05-02,49,38,57,0
1903-05-03,62,32,9,0
1903-05-04,69,45,0,0
1903-05-05,67,44,25,0
1903-05-06,68,48,0,0
1903-05-07,68,38,0,0
1903-05-08,73,36,0,0
1903-05-09,68,53,20,0
1903-05-10,73,53,42,0
1903-05-11,77,53,12,0
1903-05-12,78,58,12,0
1903-05-13,65,48,34,0
1903-05-14,73,53,0,0
1903-05-15,77,50,0,0
1903-05-16,82,50,0,0
1903-05-17,79,60,65,0
1903-05-18,74,65,0,0
1903-05-19,74,61,20,0
1903-05-20,79,50,0,0
1903-05-21,75,60,0,0
1903-05-22,82,62,49,0
1903-05-23,87,63,25,0
1903-05-24,78,52,0,0
1903-05-25,75,60,58,0
1903-05-26,74,60,189,0
1903-05-27,69,59,58,0
1903-05-28,76,56,0,0
1903-05-29,71,58,0,0
1903-05-30,58,48,0,0
1903-05-31,57,47,0,0
1903-06-01,61,48,47,0
1903-06-02,64,56,0,0
1903-06-03,74,53,0,0
1903-06-04,73,58,4,0
1903-06-05,76,60,0,0
1903-06-06,80,52,0,0
1903-06-07,82,57,0,0
1903-06-08,80,53,0,0
1903-06-09,67,48,0,0
1903-06-10,60,49,0,0
1903-06-11,57,43,0,0
1903-06-12,62,39,0,0
1903-06-13,78,42,0,0
1903-06-14,79,51,0,0
1903-06-15,83,53,0,0
1903-06-16,75,59,2,0
1903-06-17,73,46,10,0
1903-06-18,79,52,0,0
1903-06-19,70,57,13,0
1903-06-20,70,53,0,0
1903-06-21,67,52,19,0
1903-06-22,73,56,0,0
1903-06-23,70,52,0,0
1903-06-24,75,46,0,0
1903-06-25,78,49,0,0
1903-06-26,82,52,0,0
1903-06-27,82,53,0,0
1903-06-28,81,62,0,0
1903-06-29,81,57,0,0
1903-06-30,83,68,62,0
1903-07-01,83,68,0,0
1903-07-02,88,64,0,0
1903-07-03,83,72,0,0
1903-07-04,77,65,160,0
1903-07-05,80,57,0,0
1903-07-06,84,60,0,0
1903-07-07,90,68,0,0
1903-07-08,87,74,0,0
1903-07-09,87,68,309,0
1903-07-10,89,68,15,0
1903-07-11,80,61,0,0
1903-07-12,77,59,0,0
1903-07-13,74,52,0,0
1903-07-14,76,53,0,0
1903-07-15,78,53,0,0
1903-07-16,82,62,0,0
1903-07-17,77,65,212,0
1903-07-18,79,63,0,0
1903-07-19,78,61,0,0
1903-07-20,80,57,0,0
1903-07-21,82,63,0,0
1903-07-22,79,57,0,0
1903-07-23,84,59,0,0
1903-07-24,83,57,0,0
1903-07-25,88,64,0,0
1903-07-26,78,69,0,0
1903-07-27,84,66,30,0
1903-07-28,87,68,88,0
1903-07-29,82,62,0,0
1903-07-30,67,55,0,0
1903-07-31,70,47,0,0
1903-08-01,67,59,92,0
1903-08-02,82,62,0,0
1903-08-03,85,67,82,0
1903-08-04,84,66,0,0
1903-08-05,82,65,78,0
1903-08-06,77,58,0,0
1903-08-07,73,48,0,0
1903-08-08,77,60,0,0
1903-08-09,76,51,0,0
1903-08-10,69,58,173,0
1903-08-11,71,53,0,0
1903-08-12,78,48,0,0
1903-08-13,71,55,0,0
1903-08-14,68,60,134,0
1903-08-15,73,64,0,0
1903-08-16,79,62,0,0
1903-08-17,82,55,0,0
1903-08-18,76,60,0,0
1903-08-19,77,59,0,0
1903-08-20,81,53,0,0
1903-08-21,73,62,0,0
1903-08-22,76,69,2,0
1903-08-23,83,67,10,0
1903-08-24,80,64,2,0
1903-08-25,63,60,10,0
1903-08-26,63,56,108,0
1903-08-27,69,57,53,0
1903-08-28,61,51,55,0
1903-08-29,61,56,8,0
1903-08-30,65,49,0,0
1903-08-31,70,49,0,0
1903-09-01,77,49,3,0
1903-09-02,79,62,0,0
1903-09-03,78,63,0,0
1903-09-04,67,53,16,0
1903-09-05,66,53,9,0
1903-09-06,62,47,18,0
1903-09-07,78,60,15,0
1903-09-08,77,63,72,0
1903-09-09,71,57,2,0
1903-09-10,73,51,6,0
1903-09-11,69,55,0,0
1903-09-12,78,59,42,0
1903-09-13,64,45,0,0
1903-09-14,67,48,57,0
1903-09-15,62,48,13,0
1903-09-16,50,42,0,0
1903-09-17,51,38,2,0
1903-09-18,62,32,0,0
1903-09-19,74,47,0,0
1903-09-20,75,58,0,0
1903-09-21,78,56,0,0
1903-09-22,81,55,0,0
1903-09-23,74,45,0,0
1903-09-24,60,33,0,0
1903-09-25,77,50,0,0
1903-09-26,77,45,10,0
1903-09-27,57,39,0,0
1903-09-28,53,40,0,0
1903-09-29,71,45,2,0
1903-09-30,63,57,27,0
1903-10-01,68,54,3,0
1903-10-02,66,55,2,0
1903-10-03,77,60,46,0
1903-10-04,68,43,0,0
1903-10-05,62,31,0,0
1903-10-06,63,41,124,0
1903-10-07,58,44,4,0
1903-10-08,53,42,0,0
1903-10-09,57,33,0,0
1903-10-10,63,33,0,0
1903-10-11,63,38,0,0
1903-10-12,65,37,0,0
1903-10-13,67,33,0,0
1903-10-14,66,39,0,0
1903-10-15,57,50,34,0
1903-10-16,58,42,0,0
1903-10-17,63,36,0,0
1903-10-18,60,29,0,0
1903-10-19,72,35,0,0
1903-10-20,67,42,0,0
1903-10-21,65,36,0,0
1903-10-22,70,42,0,0
1903-10-23,42,30,0,0
1903-10-24,52,24,0,0
1903-10-25,60,33,0,0
1903-10-26,50,27,0,0
1903-10-27,57,23,0,0
1903-10-28,64,32,0,0
1903-10-29,62,38,0,0
1903-10-30,66,37,0,0
1903-10-31,63,40,0,0
1903-11-01,68,43,0,0
1903-11-02,68,39,0,0
1903-11-03,58,38,0,0
1903-11-04,67,47,0,0
1903-11-05,52,30,0,0
1903-11-06,48,24,0,0
1903-11-07,52,37,0,0
1903-11-08,63,40,0,0
1903-11-09,57,34,0,0
1903-11-10,53,36,0,0
1903-11-11,44,33,0,0
1903-11-12,48,26,0,0
1903-11-13,35,22,0,0
1903-11-14,42,25,0,0
1903-11-15,41,16,18,0
1903-11-16,18,8,0,0
1903-11-17,18,7,0,0
1903-11-18,26,9,0,0
1903-11-19,35,8,0,0
1903-11-20,42,25,0,0
1903-11-21,38,21,0,0
1903-11-22,37,20,0,0
1903-11-23,32,14,0,0
1903-11-24,29,6,0,0
1903-11-25,25,9,0,0
1903-11-26,24,3,0,0
1903-11-27,29,13,0,0
1903-11-28,35,24,0,0
1903-11-29,35,19,0,0
1903-11-30,30,9,0,0
1903-12-01,22,5,0,0
1903-12-02,23,4,0,0
1903-12-03,32,22,0,0
1903-12-04,23,12,4,1
1903-12-05,17,5,0,0
1903-12-06,38,4,0,0
1903-12-07,28,17,0,0
1903-12-08,20,19,4,1
1903-12-09,23,14,30,3
1903-12-10,15,6,0,0
1903-12-11,20,2,0,0
1903-12-12,18,-12,0,0
1903-12-13,0,-22,0,0
1903-12-14,5,-8,0,0
1903-12-15,18,-10,0,0
1903-12-16,18,-2,4,1
1903-12-17,22,-10,0,0
1903-12-18,32,8,0,0
1903-12-19,38,23,0,0
1903-12-20,33,20,0,0
1903-12-21,32,12,0,0
1903-12-22,25,3,0,0
1903-12-23,40,17,0,0
1903-12-24,32,13,0,0
1903-12-25,17,-9,14,2
1903-12-26,17,-17,0,0
1903-12-27,33,0,0,0
1903-12-28,18,-5,24,2
1903-12-29,24,-3,0,0
1903-12-30,22,-12,0,0
1903-12-31,31,12,0,0
1/1/04,20,2,10,1
1/2/04,2,-11,0,0
1/3/04,6,-23,0,0
1/4/04,13,-17,0,0
1/5/04,23,0,0,0
1/6/04,31,4,0,0
1/7/04,38,17,2,0
1/8/04,32,15,0,0
1/9/04,33,8,0,0
1/10/04,27,17,0,0
1/11/04,22,15,0,0
